cards,class
"[48, 48, 170, 170, 178, 184, 184, 241, 241, 250, 250, 378, 378, 418, 418, 655, 655, 841, 841, 987, 987, 174, 174, 287, 361, 361, 712, 712, 737, 737]",Warrior
"[100, 100, 153, 153, 164, 164, 170, 170, 226, 226, 230, 230, 460, 472, 472, 487, 522, 522, 593, 652, 652, 841, 841, 891, 891, 1117, 1226, 269, 269, 1095]",Warrior
"[36, 153, 184, 226, 295, 472, 497, 522, 593, 621, 629, 652, 681, 772, 800, 814, 841, 891, 963, 969, 1163, 1198, 213, 453, 898, 934, 1135, 1213, 1232, 1243]",Warrior
"[164, 164, 170, 170, 184, 184, 274, 283, 295, 295, 315, 348, 439, 439, 477, 477, 497, 497, 522, 522, 591, 591, 593, 652, 841, 841, 891, 31, 132, 1232]",Warrior
"[106, 106, 295, 295, 315, 315, 380, 380, 469, 469, 497, 497, 841, 841, 891, 891, 969, 969, 1008, 1117, 1252, 972, 972, 1046, 1046, 1048, 1211, 1211, 1248, 1248]",Warrior
"[9, 9, 153, 153, 165, 165, 206, 206, 226, 226, 230, 230, 348, 348, 472, 472, 481, 481, 497, 549, 549, 593, 811, 811, 1098, 1098, 1171, 1226, 1148, 1148]",Warrior
"[36, 36, 164, 164, 184, 184, 295, 295, 348, 348, 472, 472, 497, 497, 841, 841, 891, 891, 969, 969, 1008, 573, 573, 615, 615, 712, 712, 1046, 1046, 1243]",Warrior
"[106, 106, 184, 184, 348, 348, 406, 406, 472, 472, 487, 497, 497, 536, 536, 841, 841, 891, 969, 969, 1008, 1196, 1196, 1236, 1236, 1143, 1143, 1211, 1211, 1253]",Warrior
"[36, 106, 153, 164, 178, 184, 226, 295, 348, 378, 472, 497, 522, 536, 652, 772, 841, 891, 963, 969, 1008, 1196, 31, 251, 453, 706, 712, 744, 1213, 1243]",Warrior
"[153, 153, 164, 164, 226, 226, 230, 230, 250, 274, 348, 348, 460, 477, 477, 487, 522, 522, 593, 652, 652, 681, 681, 841, 841, 891, 904, 1226, 31]",Warrior
"[153, 153, 226, 226, 230, 460, 472, 472, 477, 481, 481, 497, 522, 522, 593, 652, 652, 772, 841, 841, 891, 1117, 1163, 1198, 1198, 308, 713, 713, 1048, 1253]",Warrior
"[9, 9, 153, 153, 165, 170, 170, 184, 184, 226, 226, 250, 250, 348, 375, 460, 472, 472, 477, 477, 497, 591, 591, 593, 681, 681, 778, 778, 841, 841]",Warrior
